modelo,fold,caracteristica,tipo_seleccion
XGBoost,4,r20mm_days,SelectKBest_MI
XGBoost,4,cwd_days,SelectKBest_MI
XGBoost,4,cdd_days,SelectKBest_MI
XGBoost,4,temperature_mean_c,SelectKBest_MI
XGBoost,4,relative_humidity_mean_pct,SelectKBest_MI
XGBoost,4,wind_mean_ms,SelectKBest_MI
XGBoost,4,surface_pressure_mean_hpa,SelectKBest_MI
XGBoost,4,latitud_solicitada,SelectKBest_MI
XGBoost,4,longitud_solicitada,SelectKBest_MI
XGBoost,4,target_month_sin,SelectKBest_MI
XGBoost,4,target_month_cos,SelectKBest_MI
XGBoost,4,prcptot_mm__lag1,SelectKBest_MI
XGBoost,4,prcptot_mm__lag11,SelectKBest_MI
XGBoost,4,rx5day_mm__lag1,SelectKBest_MI
XGBoost,4,rx5day_mm__lag11,SelectKBest_MI
XGBoost,4,max_3h_mm__lag1,SelectKBest_MI
XGBoost,4,max_3h_mm__lag11,SelectKBest_MI
XGBoost,4,sdii_mm_per_wet_day__lag1,SelectKBest_MI
XGBoost,4,sdii_mm_per_wet_day__lag11,SelectKBest_MI
XGBoost,4,r20mm_days__lag1,SelectKBest_MI
XGBoost,4,r20mm_days__lag11,SelectKBest_MI
XGBoost,4,cwd_days__lag1,SelectKBest_MI
XGBoost,4,cwd_days__lag11,SelectKBest_MI
XGBoost,4,cdd_days__lag1,SelectKBest_MI
XGBoost,4,cdd_days__lag11,SelectKBest_MI
XGBoost,4,temperature_mean_c__lag1,SelectKBest_MI
XGBoost,4,temperature_mean_c__lag11,SelectKBest_MI
XGBoost,4,relative_humidity_mean_pct__lag1,SelectKBest_MI
XGBoost,4,relative_humidity_mean_pct__lag11,SelectKBest_MI
XGBoost,4,wind_mean_ms__lag1,SelectKBest_MI
XGBoost,4,wind_mean_ms__lag11,SelectKBest_MI
XGBoost,4,surface_pressure_mean_hpa__lag1,SelectKBest_MI
XGBoost,4,surface_pressure_mean_hpa__lag11,SelectKBest_MI
XGBoost,4,region_Amazonía,contexto_categorico_siempre
XGBoost,4,region_Litoral,contexto_categorico_siempre
XGBoost,4,region_Sierra,contexto_categorico_siempre
SVM_RBF,1,prcptot_mm,SelectKBest_MI
SVM_RBF,1,rx5day_mm,SelectKBest_MI
SVM_RBF,1,max_3h_mm,SelectKBest_MI
SVM_RBF,1,sdii_mm_per_wet_day,SelectKBest_MI
SVM_RBF,1,r20mm_days,SelectKBest_MI
SVM_RBF,1,cwd_days,SelectKBest_MI
SVM_RBF,1,cdd_days,SelectKBest_MI
SVM_RBF,1,temperature_mean_c,SelectKBest_MI
SVM_RBF,1,relative_humidity_mean_pct,SelectKBest_MI
SVM_RBF,1,wind_mean_ms,SelectKBest_MI
SVM_RBF,1,surface_pressure_mean_hpa,SelectKBest_MI
SVM_RBF,1,latitud_solicitada,SelectKBest_MI
SVM_RBF,1,longitud_solicitada,SelectKBest_MI
SVM_RBF,1,target_month_sin,SelectKBest_MI
SVM_RBF,1,target_month_cos,SelectKBest_MI
SVM_RBF,1,prcptot_mm__lag1,SelectKBest_MI
SVM_RBF,1,prcptot_mm__lag11,SelectKBest_MI
SVM_RBF,1,rx5day_mm__lag1,SelectKBest_MI
SVM_RBF,1,rx5day_mm__lag11,SelectKBest_MI
SVM_RBF,1,max_3h_mm__lag1,SelectKBest_MI
SVM_RBF,1,max_3h_mm__lag11,SelectKBest_MI
SVM_RBF,1,sdii_mm_per_wet_day__lag1,SelectKBest_MI
SVM_RBF,1,sdii_mm_per_wet_day__lag11,SelectKBest_MI
SVM_RBF,1,r20mm_days__lag1,SelectKBest_MI
SVM_RBF,1,r20mm_days__lag11,SelectKBest_MI
SVM_RBF,1,cwd_days__lag1,SelectKBest_MI
SVM_RBF,1,cwd_days__lag11,SelectKBest_MI
SVM_RBF,1,cdd_days__lag1,SelectKBest_MI
SVM_RBF,1,cdd_days__lag11,SelectKBest_MI
SVM_RBF,1,temperature_mean_c__lag1,SelectKBest_MI
SVM_RBF,1,temperature_mean_c__lag11,SelectKBest_MI
SVM_RBF,1,relative_humidity_mean_pct__lag1,SelectKBest_MI
SVM_RBF,1,relative_humidity_mean_pct__lag11,SelectKBest_MI
SVM_RBF,1,wind_mean_ms__lag1,SelectKBest_MI
SVM_RBF,1,wind_mean_ms__lag11,SelectKBest_MI
SVM_RBF,1,surface_pressure_mean_hpa__lag1,SelectKBest_MI
SVM_RBF,1,surface_pressure_mean_hpa__lag11,SelectKBest_MI
SVM_RBF,1,region_Amazonía,contexto_categorico_siempre
SVM_RBF,1,region_Litoral,contexto_categorico_siempre
SVM_RBF,1,region_Sierra,contexto_categorico_siempre
SVM_RBF,2,prcptot_mm,SelectKBest_MI
SVM_RBF,2,rx5day_mm,SelectKBest_MI
SVM_RBF,2,max_3h_mm,SelectKBest_MI
SVM_RBF,2,sdii_mm_per_wet_day,SelectKBest_MI
SVM_RBF,2,r20mm_days,SelectKBest_MI
SVM_RBF,2,cwd_days,SelectKBest_MI
SVM_RBF,2,cdd_days,SelectKBest_MI
SVM_RBF,2,temperature_mean_c,SelectKBest_MI
SVM_RBF,2,relative_humidity_mean_pct,SelectKBest_MI
SVM_RBF,2,wind_mean_ms,SelectKBest_MI
SVM_RBF,2,surface_pressure_mean_hpa,SelectKBest_MI
SVM_RBF,2,latitud_solicitada,SelectKBest_MI
SVM_RBF,2,longitud_solicitada,SelectKBest_MI
SVM_RBF,2,target_month_sin,SelectKBest_MI
SVM_RBF,2,target_month_cos,SelectKBest_MI
SVM_RBF,2,prcptot_mm__lag1,SelectKBest_MI
SVM_RBF,2,prcptot_mm__lag11,SelectKBest_MI
SVM_RBF,2,rx5day_mm__lag1,SelectKBest_MI
SVM_RBF,2,rx5day_mm__lag11,SelectKBest_MI
SVM_RBF,2,max_3h_mm__lag1,SelectKBest_MI
SVM_RBF,2,max_3h_mm__lag11,SelectKBest_MI
SVM_RBF,2,sdii_mm_per_wet_day__lag1,SelectKBest_MI
SVM_RBF,2,sdii_mm_per_wet_day__lag11,SelectKBest_MI
SVM_RBF,2,r20mm_days__lag1,SelectKBest_MI
SVM_RBF,2,r20mm_days__lag11,SelectKBest_MI
SVM_RBF,2,cwd_days__lag1,SelectKBest_MI
SVM_RBF,2,cwd_days__lag11,SelectKBest_MI
SVM_RBF,2,cdd_days__lag1,SelectKBest_MI
SVM_RBF,2,cdd_days__lag11,SelectKBest_MI
SVM_RBF,2,temperature_mean_c__lag1,SelectKBest_MI
SVM_RBF,2,temperature_mean_c__lag11,SelectKBest_MI
SVM_RBF,2,relative_humidity_mean_pct__lag1,SelectKBest_MI
SVM_RBF,2,relative_humidity_mean_pct__lag11,SelectKBest_MI
SVM_RBF,2,wind_mean_ms__lag1,SelectKBest_MI
SVM_RBF,2,wind_mean_ms__lag11,SelectKBest_MI
SVM_RBF,2,surface_pressure_mean_hpa__lag1,SelectKBest_MI
SVM_RBF,2,surface_pressure_mean_hpa__lag11,SelectKBest_MI
SVM_RBF,2,region_Amazonía,contexto_categorico_siempre
SVM_RBF,2,region_Litoral,contexto_categorico_siempre
SVM_RBF,2,region_Sierra,contexto_categorico_siempre
SVM_RBF,3,prcptot_mm,SelectKBest_MI
SVM_RBF,3,rx5day_mm,SelectKBest_MI
SVM_RBF,3,max_3h_mm,SelectKBest_MI
SVM_RBF,3,sdii_mm_per_wet_day,SelectKBest_MI
SVM_RBF,3,r20mm_days,SelectKBest_MI
SVM_RBF,3,cwd_days,SelectKBest_MI
SVM_RBF,3,cdd_days,SelectKBest_MI
SVM_RBF,3,temperature_mean_c,SelectKBest_MI
SVM_RBF,3,relative_humidity_mean_pct,SelectKBest_MI
SVM_RBF,3,wind_mean_ms,SelectKBest_MI
SVM_RBF,3,surface_pressure_mean_hpa,SelectKBest_MI
SVM_RBF,3,latitud_solicitada,SelectKBest_MI
SVM_RBF,3,longitud_solicitada,SelectKBest_MI
SVM_RBF,3,target_month_sin,SelectKBest_MI
SVM_RBF,3,target_month_cos,SelectKBest_MI
SVM_RBF,3,prcptot_mm__lag1,SelectKBest_MI
SVM_RBF,3,prcptot_mm__lag11,SelectKBest_MI
SVM_RBF,3,rx5day_mm__lag1,SelectKBest_MI
SVM_RBF,3,rx5day_mm__lag11,SelectKBest_MI
SVM_RBF,3,max_3h_mm__lag1,SelectKBest_MI
SVM_RBF,3,max_3h_mm__lag11,SelectKBest_MI
SVM_RBF,3,sdii_mm_per_wet_day__lag1,SelectKBest_MI
SVM_RBF,3,sdii_mm_per_wet_day__lag11,SelectKBest_MI
SVM_RBF,3,r20mm_days__lag1,SelectKBest_MI
SVM_RBF,3,r20mm_days__lag11,SelectKBest_MI
SVM_RBF,3,cwd_days__lag1,SelectKBest_MI
SVM_RBF,3,cwd_days__lag11,SelectKBest_MI
SVM_RBF,3,cdd_days__lag1,SelectKBest_MI
SVM_RBF,3,cdd_days__lag11,SelectKBest_MI
SVM_RBF,3,temperature_mean_c__lag1,SelectKBest_MI
SVM_RBF,3,temperature_mean_c__lag11,SelectKBest_MI
SVM_RBF,3,relative_humidity_mean_pct__lag1,SelectKBest_MI
SVM_RBF,3,relative_humidity_mean_pct__lag11,SelectKBest_MI
SVM_RBF,3,wind_mean_ms__lag1,SelectKBest_MI
SVM_RBF,3,wind_mean_ms__lag11,SelectKBest_MI
SVM_RBF,3,surface_pressure_mean_hpa__lag1,SelectKBest_MI
SVM_RBF,3,surface_pressure_mean_hpa__lag11,SelectKBest_MI
SVM_RBF,3,region_Amazonía,contexto_categorico_siempre
SVM_RBF,3,region_Litoral,contexto_categorico_siempre
SVM_RBF,3,region_Sierra,contexto_categorico_siempre
SVM_RBF,4,prcptot_mm,SelectKBest_MI
SVM_RBF,4,rx5day_mm,SelectKBest_MI
SVM_RBF,4,max_3h_mm,SelectKBest_MI
SVM_RBF,4,sdii_mm_per_wet_day,SelectKBest_MI
SVM_RBF,4,r20mm_days,SelectKBest_MI
SVM_RBF,4,cwd_days,SelectKBest_MI
SVM_RBF,4,cdd_days,SelectKBest_MI
SVM_RBF,4,temperature_mean_c,SelectKBest_MI
SVM_RBF,4,relative_humidity_mean_pct,SelectKBest_MI
SVM_RBF,4,wind_mean_ms,SelectKBest_MI
SVM_RBF,4,surface_pressure_mean_hpa,SelectKBest_MI
SVM_RBF,4,latitud_solicitada,SelectKBest_MI
SVM_RBF,4,longitud_solicitada,SelectKBest_MI
SVM_RBF,4,target_month_sin,SelectKBest_MI
SVM_RBF,4,target_month_cos,SelectKBest_MI
SVM_RBF,4,prcptot_mm__lag1,SelectKBest_MI
SVM_RBF,4,prcptot_mm__lag11,SelectKBest_MI
SVM_RBF,4,rx5day_mm__lag1,SelectKBest_MI
SVM_RBF,4,rx5day_mm__lag11,SelectKBest_MI
SVM_RBF,4,max_3h_mm__lag1,SelectKBest_MI
SVM_RBF,4,max_3h_mm__lag11,SelectKBest_MI
SVM_RBF,4,sdii_mm_per_wet_day__lag1,SelectKBest_MI
SVM_RBF,4,sdii_mm_per_wet_day__lag11,SelectKBest_MI
SVM_RBF,4,r20mm_days__lag1,SelectKBest_MI
SVM_RBF,4,r20mm_days__lag11,SelectKBest_MI
SVM_RBF,4,cwd_days__lag1,SelectKBest_MI
SVM_RBF,4,cwd_days__lag11,SelectKBest_MI
SVM_RBF,4,cdd_days__lag1,SelectKBest_MI
SVM_RBF,4,cdd_days__lag11,SelectKBest_MI
SVM_RBF,4,temperature_mean_c__lag1,SelectKBest_MI
SVM_RBF,4,temperature_mean_c__lag11,SelectKBest_MI
SVM_RBF,4,relative_humidity_mean_pct__lag1,SelectKBest_MI
SVM_RBF,4,relative_humidity_mean_pct__lag11,SelectKBest_MI
SVM_RBF,4,wind_mean_ms__lag1,SelectKBest_MI
SVM_RBF,4,wind_mean_ms__lag11,SelectKBest_MI
SVM_RBF,4,surface_pressure_mean_hpa__lag1,SelectKBest_MI
SVM_RBF,4,surface_pressure_mean_hpa__lag11,SelectKBest_MI
SVM_RBF,4,region_Amazonía,contexto_categorico_siempre
SVM_RBF,4,region_Litoral,contexto_categorico_siempre
SVM_RBF,4,region_Sierra,contexto_categorico_siempre
MLP,1,prcptot_mm,SelectKBest_MI
MLP,1,rx5day_mm,SelectKBest_MI
MLP,1,max_3h_mm,SelectKBest_MI
MLP,1,sdii_mm_per_wet_day,SelectKBest_MI
MLP,1,wind_mean_ms,SelectKBest_MI
MLP,1,surface_pressure_mean_hpa,SelectKBest_MI
MLP,1,prcptot_mm__lag11,SelectKBest_MI
MLP,1,wind_mean_ms__lag11,SelectKBest_MI
MLP,1,surface_pressure_mean_hpa__lag1,SelectKBest_MI
MLP,1,surface_pressure_mean_hpa__lag11,SelectKBest_MI
MLP,1,region_Amazonía,contexto_categorico_siempre
MLP,1,region_Litoral,contexto_categorico_siempre
MLP,1,region_Sierra,contexto_categorico_siempre
MLP,2,prcptot_mm,SelectKBest_MI
MLP,2,rx5day_mm,SelectKBest_MI
MLP,2,max_3h_mm,SelectKBest_MI
MLP,2,sdii_mm_per_wet_day,SelectKBest_MI
MLP,2,surface_pressure_mean_hpa,SelectKBest_MI
MLP,2,prcptot_mm__lag11,SelectKBest_MI
MLP,2,rx5day_mm__lag11,SelectKBest_MI
MLP,2,wind_mean_ms__lag11,SelectKBest_MI
MLP,2,surface_pressure_mean_hpa__lag1,SelectKBest_MI
MLP,2,surface_pressure_mean_hpa__lag11,SelectKBest_MI
MLP,2,region_Amazonía,contexto_categorico_siempre
MLP,2,region_Litoral,contexto_categorico_siempre
MLP,2,region_Sierra,contexto_categorico_siempre
MLP,3,prcptot_mm,SelectKBest_MI
MLP,3,rx5day_mm,SelectKBest_MI
MLP,3,max_3h_mm,SelectKBest_MI
MLP,3,sdii_mm_per_wet_day,SelectKBest_MI
MLP,3,surface_pressure_mean_hpa,SelectKBest_MI
MLP,3,prcptot_mm__lag11,SelectKBest_MI
MLP,3,rx5day_mm__lag11,SelectKBest_MI
MLP,3,wind_mean_ms__lag11,SelectKBest_MI
MLP,3,surface_pressure_mean_hpa__lag1,SelectKBest_MI
MLP,3,surface_pressure_mean_hpa__lag11,SelectKBest_MI
MLP,3,region_Amazonía,contexto_categorico_siempre
MLP,3,region_Litoral,contexto_categorico_siempre
MLP,3,region_Sierra,contexto_categorico_siempre
MLP,4,prcptot_mm,SelectKBest_MI
MLP,4,rx5day_mm,SelectKBest_MI
MLP,4,max_3h_mm,SelectKBest_MI
MLP,4,sdii_mm_per_wet_day,SelectKBest_MI
MLP,4,surface_pressure_mean_hpa,SelectKBest_MI
MLP,4,prcptot_mm__lag11,SelectKBest_MI
MLP,4,rx5day_mm__lag11,SelectKBest_MI
MLP,4,wind_mean_ms__lag11,SelectKBest_MI
MLP,4,surface_pressure_mean_hpa__lag1,SelectKBest_MI
MLP,4,surface_pressure_mean_hpa__lag11,SelectKBest_MI
MLP,4,region_Amazonía,contexto_categorico_siempre
MLP,4,region_Litoral,contexto_categorico_siempre
MLP,4,region_Sierra,contexto_categorico_siempre
