modelo,k_features,fold,macro_f1,balanced_accuracy,recall_alta,f1_alta,recall_baja,f1_baja,recall_media,f1_media
SVM_RBF,150,F1,0.3255803795109507,0.32694272858994894,0.2,0.21105527638190955,0.3978494623655914,0.4032697547683924,0.3829787234042553,0.3624161073825503
SVM_RBF,150,F2,0.33327442461674284,0.33782584141842587,0.27906976744186046,0.28125,0.4513888888888889,0.40498442367601245,0.2830188679245283,0.313588850174216
SVM_RBF,150,F3,0.37631448474821977,0.3813691900940223,0.32867132867132864,0.36293436293436293,0.5,0.42168674698795183,0.31543624161073824,0.3443223443223443
SVM_RBF,150,F4,0.38702217834763264,0.38717120172398006,0.4174757281553398,0.442159383033419,0.4308510638297872,0.40399002493765584,0.3131868131868132,0.3149171270718232
SVM_RBF,192,F1,0.32586955139202944,0.32767700537089695,0.20952380952380953,0.21568627450980393,0.3763440860215054,0.39106145251396646,0.3971631205673759,0.3708609271523179
SVM_RBF,192,F2,0.36384709040959046,0.3683907415533128,0.3178294573643411,0.3203125,0.4791666666666667,0.42857142857142855,0.3081761006289308,0.34265734265734266
SVM_RBF,192,F3,0.35360778495497364,0.35823483004691054,0.3146853146853147,0.3515625,0.4714285714285714,0.3987915407854985,0.28859060402684567,0.3104693140794224
SVM_RBF,192,F4,0.37932879077741327,0.3807367321104152,0.3932038834951456,0.4186046511627907,0.44680851063829785,0.4077669902912621,0.3021978021978022,0.311614730878187
MLP,40,F1,0.32070715911079994,0.32302404375156607,0.17142857142857143,0.2,0.478494623655914,0.4517766497461929,0.3191489361702128,0.3103448275862069
MLP,40,F2,0.34587586309734886,0.35057205076950576,0.2713178294573643,0.28225806451612906,0.4722222222222222,0.41975308641975306,0.3081761006289308,0.3356164383561644
MLP,40,F3,0.35560381686680625,0.360953364309069,0.3076923076923077,0.3424124513618677,0.5,0.4416403785488959,0.2751677852348993,0.2827586206896552
MLP,40,F4,0.3915709388917093,0.39403280737715773,0.5339805825242718,0.5069124423963134,0.3404255319148936,0.34688346883468835,0.3076923076923077,0.3209169054441261
