zone_id,ciudad,region,period_start,target_period_start,target_rx5day_mm,amenaza_mes,target_amenaza,prediccion,correcta
babahoyo,Babahoyo,Litoral,2021-12-01,2022-01-01,202.33841800689697,Media,Alta,Alta,True
cuenca,Cuenca,Sierra,2021-12-01,2022-01-01,66.4554328918457,Alta,Media,Media,True
esmeraldas,Esmeraldas,Litoral,2021-12-01,2022-01-01,58.38467025756836,Media,Media,Alta,False
guayaquil,Guayaquil,Litoral,2021-12-01,2022-01-01,164.51630210876465,Baja,Alta,Alta,True
loja,Loja,Sierra,2021-12-01,2022-01-01,78.93436574935913,Media,Alta,Media,False
machala,Machala,Litoral,2021-12-01,2022-01-01,25.742794036865234,Baja,Baja,Media,False
portoviejo,Portoviejo,Litoral,2021-12-01,2022-01-01,44.4744176864624,Baja,Media,Alta,False
puyo,Puyo,Amazonía,2021-12-01,2022-01-01,85.60834217071533,Alta,Alta,Alta,True
quito,Quito,Sierra,2021-12-01,2022-01-01,83.81943798065186,Alta,Alta,Alta,True
riobamba,Riobamba,Sierra,2021-12-01,2022-01-01,65.45554542541504,Media,Media,Media,True
salinas,Salinas,Litoral,2021-12-01,2022-01-01,19.3037428855896,Baja,Baja,Baja,True
tena,Tena,Amazonía,2021-12-01,2022-01-01,100.7010622024536,Alta,Alta,Alta,True
babahoyo,Babahoyo,Litoral,2022-01-01,2022-02-01,147.65201091766355,Alta,Alta,Alta,True
cuenca,Cuenca,Sierra,2022-01-01,2022-02-01,56.59682083129883,Media,Media,Media,True
esmeraldas,Esmeraldas,Litoral,2022-01-01,2022-02-01,108.3217134475708,Media,Alta,Alta,True
guayaquil,Guayaquil,Litoral,2022-01-01,2022-02-01,114.37152194976808,Alta,Alta,Alta,True
loja,Loja,Sierra,2022-01-01,2022-02-01,87.95505952835083,Alta,Alta,Media,False
machala,Machala,Litoral,2022-01-01,2022-02-01,61.37398910522461,Baja,Media,Media,True
portoviejo,Portoviejo,Litoral,2022-01-01,2022-02-01,93.57712984085084,Media,Alta,Alta,True
puyo,Puyo,Amazonía,2022-01-01,2022-02-01,89.54076671600342,Alta,Alta,Alta,True
quito,Quito,Sierra,2022-01-01,2022-02-01,127.92679977416992,Alta,Alta,Alta,True
riobamba,Riobamba,Sierra,2022-01-01,2022-02-01,60.90360116958618,Media,Media,Media,True
salinas,Salinas,Litoral,2022-01-01,2022-02-01,20.695507526397705,Baja,Baja,Baja,True
tena,Tena,Amazonía,2022-01-01,2022-02-01,99.27487373352052,Alta,Alta,Alta,True
babahoyo,Babahoyo,Litoral,2022-02-01,2022-03-01,256.4066925048828,Alta,Alta,Alta,True
cuenca,Cuenca,Sierra,2022-02-01,2022-03-01,70.035409450531,Media,Media,Media,True
esmeraldas,Esmeraldas,Litoral,2022-02-01,2022-03-01,121.00248527526855,Alta,Alta,Alta,True
guayaquil,Guayaquil,Litoral,2022-02-01,2022-03-01,190.424252986908,Alta,Alta,Alta,True
loja,Loja,Sierra,2022-02-01,2022-03-01,104.40448045730592,Alta,Alta,Media,False
machala,Machala,Litoral,2022-02-01,2022-03-01,86.18970251083374,Media,Alta,Alta,True
portoviejo,Portoviejo,Litoral,2022-02-01,2022-03-01,106.59407138824464,Alta,Alta,Alta,True
puyo,Puyo,Amazonía,2022-02-01,2022-03-01,176.82274055480957,Alta,Alta,Alta,True
quito,Quito,Sierra,2022-02-01,2022-03-01,159.08197784423828,Alta,Alta,Alta,True
riobamba,Riobamba,Sierra,2022-02-01,2022-03-01,81.40507125854492,Media,Alta,Media,False
salinas,Salinas,Litoral,2022-02-01,2022-03-01,32.51262378692627,Baja,Baja,Baja,True
tena,Tena,Amazonía,2022-02-01,2022-03-01,212.86557388305664,Alta,Alta,Alta,True
babahoyo,Babahoyo,Litoral,2022-03-01,2022-04-01,90.01423597335815,Alta,Alta,Alta,True
cuenca,Cuenca,Sierra,2022-03-01,2022-04-01,80.56040525436401,Media,Alta,Media,False
esmeraldas,Esmeraldas,Litoral,2022-03-01,2022-04-01,87.56523704528809,Alta,Alta,Alta,True
guayaquil,Guayaquil,Litoral,2022-03-01,2022-04-01,72.56621360778809,Alta,Alta,Alta,True
loja,Loja,Sierra,2022-03-01,2022-04-01,76.29567909240723,Alta,Alta,Media,False
machala,Machala,Litoral,2022-03-01,2022-04-01,51.9018816947937,Alta,Media,Alta,False
portoviejo,Portoviejo,Litoral,2022-03-01,2022-04-01,69.35501408576965,Alta,Media,Alta,False
puyo,Puyo,Amazonía,2022-03-01,2022-04-01,86.64477205276489,Alta,Alta,Alta,True
quito,Quito,Sierra,2022-03-01,2022-04-01,85.87997531890869,Alta,Alta,Alta,True
riobamba,Riobamba,Sierra,2022-03-01,2022-04-01,78.39801692962646,Alta,Alta,Media,False
salinas,Salinas,Litoral,2022-03-01,2022-04-01,29.258854627609253,Baja,Baja,Baja,True
tena,Tena,Amazonía,2022-03-01,2022-04-01,147.69398403167725,Alta,Alta,Alta,True
babahoyo,Babahoyo,Litoral,2022-04-01,2022-05-01,111.80770969390868,Alta,Alta,Alta,True
cuenca,Cuenca,Sierra,2022-04-01,2022-05-01,30.130958557128903,Alta,Baja,Media,False
esmeraldas,Esmeraldas,Litoral,2022-04-01,2022-05-01,84.59081411361694,Alta,Alta,Alta,True
guayaquil,Guayaquil,Litoral,2022-04-01,2022-05-01,72.01377201080322,Alta,Alta,Media,False
loja,Loja,Sierra,2022-04-01,2022-05-01,30.194624722003937,Alta,Baja,Media,False
machala,Machala,Litoral,2022-04-01,2022-05-01,33.50864863395691,Media,Baja,Media,False
portoviejo,Portoviejo,Litoral,2022-04-01,2022-05-01,35.65432149171829,Media,Baja,Media,False
puyo,Puyo,Amazonía,2022-04-01,2022-05-01,117.40533685684204,Alta,Alta,Alta,True
quito,Quito,Sierra,2022-04-01,2022-05-01,107.06824111938477,Alta,Alta,Alta,True
riobamba,Riobamba,Sierra,2022-04-01,2022-05-01,51.34290361404419,Alta,Media,Media,True
salinas,Salinas,Litoral,2022-04-01,2022-05-01,19.040254950523376,Baja,Baja,Baja,True
tena,Tena,Amazonía,2022-04-01,2022-05-01,118.73977851867676,Alta,Alta,Alta,True
babahoyo,Babahoyo,Litoral,2022-05-01,2022-06-01,43.25247412919998,Alta,Media,Alta,False
cuenca,Cuenca,Sierra,2022-05-01,2022-06-01,45.49521398544312,Baja,Media,Baja,False
esmeraldas,Esmeraldas,Litoral,2022-05-01,2022-06-01,38.56151229143143,Alta,Media,Media,True
guayaquil,Guayaquil,Litoral,2022-05-01,2022-06-01,39.13085675239563,Alta,Media,Media,True
loja,Loja,Sierra,2022-05-01,2022-06-01,63.49516105651856,Baja,Media,Baja,False
machala,Machala,Litoral,2022-05-01,2022-06-01,29.14315629005432,Baja,Baja,Baja,True
portoviejo,Portoviejo,Litoral,2022-05-01,2022-06-01,11.17606469988823,Baja,Baja,Baja,True
puyo,Puyo,Amazonía,2022-05-01,2022-06-01,60.31284952163696,Alta,Media,Alta,False
quito,Quito,Sierra,2022-05-01,2022-06-01,82.65573501586914,Alta,Alta,Alta,True
riobamba,Riobamba,Sierra,2022-05-01,2022-06-01,46.41358757019043,Media,Media,Media,True
salinas,Salinas,Litoral,2022-05-01,2022-06-01,7.635063886642456,Baja,Baja,Baja,True
tena,Tena,Amazonía,2022-05-01,2022-06-01,102.4853515625,Alta,Alta,Alta,True
babahoyo,Babahoyo,Litoral,2022-06-01,2022-07-01,37.93212580680847,Media,Media,Media,True
cuenca,Cuenca,Sierra,2022-06-01,2022-07-01,54.0484561920166,Media,Media,Baja,False
esmeraldas,Esmeraldas,Litoral,2022-06-01,2022-07-01,15.588232398033142,Media,Baja,Baja,True
guayaquil,Guayaquil,Litoral,2022-06-01,2022-07-01,32.37193536758423,Media,Baja,Baja,True
loja,Loja,Sierra,2022-06-01,2022-07-01,48.77765321731568,Media,Media,Baja,False
machala,Machala,Litoral,2022-06-01,2022-07-01,14.240238010883331,Baja,Baja,Baja,True
portoviejo,Portoviejo,Litoral,2022-06-01,2022-07-01,11.398889899253843,Baja,Baja,Baja,True
puyo,Puyo,Amazonía,2022-06-01,2022-07-01,63.36983776092529,Media,Media,Media,True
quito,Quito,Sierra,2022-06-01,2022-07-01,102.2130641937256,Alta,Alta,Media,False
riobamba,Riobamba,Sierra,2022-06-01,2022-07-01,41.0074782371521,Media,Media,Baja,False
salinas,Salinas,Litoral,2022-06-01,2022-07-01,14.729890048503876,Baja,Baja,Baja,True
tena,Tena,Amazonía,2022-06-01,2022-07-01,105.34178948402403,Alta,Alta,Alta,True
babahoyo,Babahoyo,Litoral,2022-07-01,2022-08-01,20.94646817445755,Media,Baja,Media,False
cuenca,Cuenca,Sierra,2022-07-01,2022-08-01,25.48895436525345,Media,Baja,Baja,True
esmeraldas,Esmeraldas,Litoral,2022-07-01,2022-08-01,13.394142970442772,Baja,Baja,Baja,True
guayaquil,Guayaquil,Litoral,2022-07-01,2022-08-01,19.221903562545776,Baja,Baja,Baja,True
loja,Loja,Sierra,2022-07-01,2022-08-01,30.322698771953583,Media,Baja,Baja,True
machala,Machala,Litoral,2022-07-01,2022-08-01,8.27586168050766,Baja,Baja,Baja,True
portoviejo,Portoviejo,Litoral,2022-07-01,2022-08-01,4.150430731475353,Baja,Baja,Baja,True
puyo,Puyo,Amazonía,2022-07-01,2022-08-01,37.60031032562256,Media,Media,Media,True
quito,Quito,Sierra,2022-07-01,2022-08-01,56.20784306526184,Alta,Media,Media,True
riobamba,Riobamba,Sierra,2022-07-01,2022-08-01,26.998953700065613,Media,Baja,Baja,True
salinas,Salinas,Litoral,2022-07-01,2022-08-01,8.84915405511856,Baja,Baja,Baja,True
tena,Tena,Amazonía,2022-07-01,2022-08-01,56.56540894508362,Alta,Media,Media,True
babahoyo,Babahoyo,Litoral,2022-08-01,2022-09-01,31.00074082612992,Baja,Baja,Media,False
cuenca,Cuenca,Sierra,2022-08-01,2022-09-01,25.551838040351868,Baja,Baja,Baja,True
esmeraldas,Esmeraldas,Litoral,2022-08-01,2022-09-01,8.392906963825226,Baja,Baja,Baja,True
guayaquil,Guayaquil,Litoral,2022-08-01,2022-09-01,31.06225982308388,Baja,Baja,Baja,True
loja,Loja,Sierra,2022-08-01,2022-09-01,21.0454098880291,Baja,Baja,Baja,True
machala,Machala,Litoral,2022-08-01,2022-09-01,6.442358613014221,Baja,Baja,Baja,True
portoviejo,Portoviejo,Litoral,2022-08-01,2022-09-01,8.797388795763254,Baja,Baja,Baja,True
puyo,Puyo,Amazonía,2022-08-01,2022-09-01,46.00057535618544,Media,Media,Media,True
quito,Quito,Sierra,2022-08-01,2022-09-01,79.9265947341919,Media,Alta,Media,False
riobamba,Riobamba,Sierra,2022-08-01,2022-09-01,21.5339429974556,Baja,Baja,Baja,True
salinas,Salinas,Litoral,2022-08-01,2022-09-01,5.687598526477814,Baja,Baja,Baja,True
tena,Tena,Amazonía,2022-08-01,2022-09-01,35.47071649879217,Media,Baja,Media,False
babahoyo,Babahoyo,Litoral,2022-09-01,2022-10-01,35.13405466079712,Baja,Baja,Media,False
cuenca,Cuenca,Sierra,2022-09-01,2022-10-01,60.31145715713501,Baja,Media,Media,True
esmeraldas,Esmeraldas,Litoral,2022-09-01,2022-10-01,5.001170158386231,Baja,Baja,Baja,True
guayaquil,Guayaquil,Litoral,2022-09-01,2022-10-01,24.73150217533112,Baja,Baja,Baja,True
loja,Loja,Sierra,2022-09-01,2022-10-01,46.99850106239319,Baja,Media,Media,True
machala,Machala,Litoral,2022-09-01,2022-10-01,20.979114055633545,Baja,Baja,Baja,True
portoviejo,Portoviejo,Litoral,2022-09-01,2022-10-01,1.067602962255478,Baja,Baja,Baja,True
puyo,Puyo,Amazonía,2022-09-01,2022-10-01,88.24478483200073,Media,Alta,Alta,True
quito,Quito,Sierra,2022-09-01,2022-10-01,80.9993782043457,Alta,Alta,Alta,True
riobamba,Riobamba,Sierra,2022-09-01,2022-10-01,60.782381534576416,Baja,Media,Media,True
salinas,Salinas,Litoral,2022-09-01,2022-10-01,2.617412120103836,Baja,Baja,Baja,True
tena,Tena,Amazonía,2022-09-01,2022-10-01,125.66465950012208,Baja,Alta,Alta,True
babahoyo,Babahoyo,Litoral,2022-10-01,2022-11-01,32.931903302669525,Baja,Baja,Media,False
cuenca,Cuenca,Sierra,2022-10-01,2022-11-01,40.859158515930176,Media,Media,Media,True
esmeraldas,Esmeraldas,Litoral,2022-10-01,2022-11-01,7.105087161064148,Baja,Baja,Baja,True
guayaquil,Guayaquil,Litoral,2022-10-01,2022-11-01,8.294075220823288,Baja,Baja,Baja,True
loja,Loja,Sierra,2022-10-01,2022-11-01,44.06285095214844,Media,Media,Media,True
machala,Machala,Litoral,2022-10-01,2022-11-01,8.4497110247612,Baja,Baja,Baja,True
portoviejo,Portoviejo,Litoral,2022-10-01,2022-11-01,4.459438145160675,Baja,Baja,Baja,True
puyo,Puyo,Amazonía,2022-10-01,2022-11-01,113.02609872817992,Alta,Alta,Alta,True
quito,Quito,Sierra,2022-10-01,2022-11-01,73.84479904174805,Alta,Alta,Alta,True
riobamba,Riobamba,Sierra,2022-10-01,2022-11-01,49.9117603302002,Media,Media,Media,True
salinas,Salinas,Litoral,2022-10-01,2022-11-01,4.160231828689575,Baja,Baja,Baja,True
tena,Tena,Amazonía,2022-10-01,2022-11-01,125.81832122802734,Alta,Alta,Alta,True
babahoyo,Babahoyo,Litoral,2022-11-01,2022-12-01,36.70678377151489,Baja,Baja,Media,False
cuenca,Cuenca,Sierra,2022-11-01,2022-12-01,36.28041437268257,Media,Baja,Media,False
esmeraldas,Esmeraldas,Litoral,2022-11-01,2022-12-01,57.9720025062561,Baja,Media,Baja,False
guayaquil,Guayaquil,Litoral,2022-11-01,2022-12-01,15.246499061584473,Baja,Baja,Baja,True
loja,Loja,Sierra,2022-11-01,2022-12-01,76.24183785915375,Media,Alta,Media,False
machala,Machala,Litoral,2022-11-01,2022-12-01,24.2904634475708,Baja,Baja,Baja,True
portoviejo,Portoviejo,Litoral,2022-11-01,2022-12-01,4.747986063361168,Baja,Baja,Baja,True
