zone_id,ciudad,period_start,target_period_start,target_amenaza,modelo,prediccion
babahoyo,Babahoyo,2020-07-01,2020-08-01,Baja,Regresion_Logistica,Baja
babahoyo,Babahoyo,2020-08-01,2020-09-01,Baja,Regresion_Logistica,Media
babahoyo,Babahoyo,2020-09-01,2020-10-01,Media,Regresion_Logistica,Media
babahoyo,Babahoyo,2020-10-01,2020-11-01,Media,Regresion_Logistica,Baja
babahoyo,Babahoyo,2020-11-01,2020-12-01,Media,Regresion_Logistica,Baja
babahoyo,Babahoyo,2020-12-01,2021-01-01,Alta,Regresion_Logistica,Media
babahoyo,Babahoyo,2021-01-01,2021-02-01,Media,Regresion_Logistica,Alta
babahoyo,Babahoyo,2021-02-01,2021-03-01,Baja,Regresion_Logistica,Alta
babahoyo,Babahoyo,2021-03-01,2021-04-01,Media,Regresion_Logistica,Alta
babahoyo,Babahoyo,2021-04-01,2021-05-01,Media,Regresion_Logistica,Baja
babahoyo,Babahoyo,2021-05-01,2021-06-01,Baja,Regresion_Logistica,Baja
babahoyo,Babahoyo,2021-06-01,2021-07-01,Baja,Regresion_Logistica,Baja
babahoyo,Babahoyo,2021-07-01,2021-08-01,Media,Regresion_Logistica,Baja
babahoyo,Babahoyo,2021-08-01,2021-09-01,Media,Regresion_Logistica,Media
babahoyo,Babahoyo,2021-09-01,2021-10-01,Baja,Regresion_Logistica,Alta
babahoyo,Babahoyo,2021-10-01,2021-11-01,Media,Regresion_Logistica,Media
babahoyo,Babahoyo,2021-11-01,2021-12-01,Baja,Regresion_Logistica,Media
cuenca,Cuenca,2017-12-01,2018-01-01,Alta,Regresion_Logistica,Alta
cuenca,Cuenca,2018-01-01,2018-02-01,Alta,Regresion_Logistica,Alta
cuenca,Cuenca,2018-02-01,2018-03-01,Baja,Regresion_Logistica,Alta
cuenca,Cuenca,2018-03-01,2018-04-01,Alta,Regresion_Logistica,Baja
cuenca,Cuenca,2018-04-01,2018-05-01,Alta,Regresion_Logistica,Media
cuenca,Cuenca,2018-05-01,2018-06-01,Alta,Regresion_Logistica,Baja
cuenca,Cuenca,2018-06-01,2018-07-01,Media,Regresion_Logistica,Alta
cuenca,Cuenca,2018-07-01,2018-08-01,Alta,Regresion_Logistica,Alta
cuenca,Cuenca,2018-08-01,2018-09-01,Baja,Regresion_Logistica,Alta
cuenca,Cuenca,2018-09-01,2018-10-01,Baja,Regresion_Logistica,Media
cuenca,Cuenca,2018-10-01,2018-11-01,Alta,Regresion_Logistica,Alta
cuenca,Cuenca,2018-11-01,2018-12-01,Baja,Regresion_Logistica,Alta
cuenca,Cuenca,2018-12-01,2019-01-01,Alta,Regresion_Logistica,Baja
cuenca,Cuenca,2019-01-01,2019-02-01,Baja,Regresion_Logistica,Alta
cuenca,Cuenca,2019-02-01,2019-03-01,Alta,Regresion_Logistica,Baja
cuenca,Cuenca,2019-03-01,2019-04-01,Alta,Regresion_Logistica,Media
cuenca,Cuenca,2019-04-01,2019-05-01,Baja,Regresion_Logistica,Baja
cuenca,Cuenca,2019-05-01,2019-06-01,Alta,Regresion_Logistica,Alta
cuenca,Cuenca,2019-06-01,2019-07-01,Media,Regresion_Logistica,Alta
cuenca,Cuenca,2019-07-01,2019-08-01,Alta,Regresion_Logistica,Alta
cuenca,Cuenca,2019-08-01,2019-09-01,Media,Regresion_Logistica,Alta
cuenca,Cuenca,2019-09-01,2019-10-01,Baja,Regresion_Logistica,Alta
cuenca,Cuenca,2019-10-01,2019-11-01,Alta,Regresion_Logistica,Alta
cuenca,Cuenca,2019-11-01,2019-12-01,Alta,Regresion_Logistica,Alta
cuenca,Cuenca,2019-12-01,2020-01-01,Media,Regresion_Logistica,Alta
cuenca,Cuenca,2020-01-01,2020-02-01,Alta,Regresion_Logistica,Alta
cuenca,Cuenca,2020-02-01,2020-03-01,Media,Regresion_Logistica,Media
cuenca,Cuenca,2020-03-01,2020-04-01,Alta,Regresion_Logistica,Alta
cuenca,Cuenca,2020-04-01,2020-05-01,Media,Regresion_Logistica,Alta
cuenca,Cuenca,2020-05-01,2020-06-01,Alta,Regresion_Logistica,Alta
cuenca,Cuenca,2020-06-01,2020-07-01,Baja,Regresion_Logistica,Baja
cuenca,Cuenca,2020-07-01,2020-08-01,Media,Regresion_Logistica,Alta
cuenca,Cuenca,2020-08-01,2020-09-01,Media,Regresion_Logistica,Alta
cuenca,Cuenca,2020-09-01,2020-10-01,Baja,Regresion_Logistica,Alta
cuenca,Cuenca,2020-10-01,2020-11-01,Media,Regresion_Logistica,Alta
cuenca,Cuenca,2020-11-01,2020-12-01,Media,Regresion_Logistica,Alta
cuenca,Cuenca,2020-12-01,2021-01-01,Media,Regresion_Logistica,Alta
cuenca,Cuenca,2021-01-01,2021-02-01,Alta,Regresion_Logistica,Alta
cuenca,Cuenca,2021-02-01,2021-03-01,Alta,Regresion_Logistica,Alta
cuenca,Cuenca,2021-03-01,2021-04-01,Alta,Regresion_Logistica,Alta
cuenca,Cuenca,2021-04-01,2021-05-01,Alta,Regresion_Logistica,Alta
cuenca,Cuenca,2021-05-01,2021-06-01,Alta,Regresion_Logistica,Alta
cuenca,Cuenca,2021-06-01,2021-07-01,Alta,Regresion_Logistica,Alta
cuenca,Cuenca,2021-07-01,2021-08-01,Media,Regresion_Logistica,Alta
cuenca,Cuenca,2021-08-01,2021-09-01,Media,Regresion_Logistica,Alta
cuenca,Cuenca,2021-09-01,2021-10-01,Media,Regresion_Logistica,Alta
cuenca,Cuenca,2021-10-01,2021-11-01,Alta,Regresion_Logistica,Alta
cuenca,Cuenca,2021-11-01,2021-12-01,Alta,Regresion_Logistica,Alta
esmeraldas,Esmeraldas,2017-12-01,2018-01-01,Baja,Regresion_Logistica,Baja
esmeraldas,Esmeraldas,2018-01-01,2018-02-01,Media,Regresion_Logistica,Baja
esmeraldas,Esmeraldas,2018-02-01,2018-03-01,Baja,Regresion_Logistica,Baja
esmeraldas,Esmeraldas,2018-03-01,2018-04-01,Baja,Regresion_Logistica,Baja
esmeraldas,Esmeraldas,2018-04-01,2018-05-01,Baja,Regresion_Logistica,Baja
esmeraldas,Esmeraldas,2018-05-01,2018-06-01,Baja,Regresion_Logistica,Baja
esmeraldas,Esmeraldas,2018-06-01,2018-07-01,Baja,Regresion_Logistica,Baja
esmeraldas,Esmeraldas,2018-07-01,2018-08-01,Media,Regresion_Logistica,Baja
esmeraldas,Esmeraldas,2018-08-01,2018-09-01,Baja,Regresion_Logistica,Media
esmeraldas,Esmeraldas,2018-09-01,2018-10-01,Baja,Regresion_Logistica,Media
esmeraldas,Esmeraldas,2018-10-01,2018-11-01,Media,Regresion_Logistica,Baja
esmeraldas,Esmeraldas,2018-11-01,2018-12-01,Alta,Regresion_Logistica,Media
esmeraldas,Esmeraldas,2018-12-01,2019-01-01,Media,Regresion_Logistica,Alta
esmeraldas,Esmeraldas,2019-01-01,2019-02-01,Baja,Regresion_Logistica,Alta
esmeraldas,Esmeraldas,2019-02-01,2019-03-01,Baja,Regresion_Logistica,Baja
esmeraldas,Esmeraldas,2019-03-01,2019-04-01,Media,Regresion_Logistica,Media
esmeraldas,Esmeraldas,2019-04-01,2019-05-01,Alta,Regresion_Logistica,Baja
esmeraldas,Esmeraldas,2019-05-01,2019-06-01,Alta,Regresion_Logistica,Alta
esmeraldas,Esmeraldas,2019-06-01,2019-07-01,Media,Regresion_Logistica,Alta
esmeraldas,Esmeraldas,2019-07-01,2019-08-01,Baja,Regresion_Logistica,Alta
esmeraldas,Esmeraldas,2019-08-01,2019-09-01,Baja,Regresion_Logistica,Baja
esmeraldas,Esmeraldas,2019-09-01,2019-10-01,Media,Regresion_Logistica,Baja
esmeraldas,Esmeraldas,2019-10-01,2019-11-01,Baja,Regresion_Logistica,Alta
esmeraldas,Esmeraldas,2019-11-01,2019-12-01,Media,Regresion_Logistica,Baja
esmeraldas,Esmeraldas,2019-12-01,2020-01-01,Baja,Regresion_Logistica,Media
esmeraldas,Esmeraldas,2020-01-01,2020-02-01,Alta,Regresion_Logistica,Media
esmeraldas,Esmeraldas,2020-02-01,2020-03-01,Media,Regresion_Logistica,Baja
esmeraldas,Esmeraldas,2020-03-01,2020-04-01,Baja,Regresion_Logistica,Baja
esmeraldas,Esmeraldas,2020-04-01,2020-05-01,Alta,Regresion_Logistica,Baja
esmeraldas,Esmeraldas,2020-05-01,2020-06-01,Baja,Regresion_Logistica,Baja
esmeraldas,Esmeraldas,2020-06-01,2020-07-01,Baja,Regresion_Logistica,Baja
esmeraldas,Esmeraldas,2020-07-01,2020-08-01,Baja,Regresion_Logistica,Baja
esmeraldas,Esmeraldas,2020-08-01,2020-09-01,Baja,Regresion_Logistica,Baja
esmeraldas,Esmeraldas,2020-09-01,2020-10-01,Media,Regresion_Logistica,Media
esmeraldas,Esmeraldas,2020-10-01,2020-11-01,Baja,Regresion_Logistica,Baja
esmeraldas,Esmeraldas,2020-11-01,2020-12-01,Alta,Regresion_Logistica,Baja
esmeraldas,Esmeraldas,2020-12-01,2021-01-01,Alta,Regresion_Logistica,Media
esmeraldas,Esmeraldas,2021-01-01,2021-02-01,Media,Regresion_Logistica,Alta
esmeraldas,Esmeraldas,2021-02-01,2021-03-01,Alta,Regresion_Logistica,Baja
esmeraldas,Esmeraldas,2021-03-01,2021-04-01,Media,Regresion_Logistica,Media
esmeraldas,Esmeraldas,2021-04-01,2021-05-01,Media,Regresion_Logistica,Media
esmeraldas,Esmeraldas,2021-05-01,2021-06-01,Media,Regresion_Logistica,Alta
esmeraldas,Esmeraldas,2021-06-01,2021-07-01,Baja,Regresion_Logistica,Alta
esmeraldas,Esmeraldas,2021-07-01,2021-08-01,Media,Regresion_Logistica,Media
esmeraldas,Esmeraldas,2021-08-01,2021-09-01,Media,Regresion_Logistica,Media
esmeraldas,Esmeraldas,2021-09-01,2021-10-01,Media,Regresion_Logistica,Alta
esmeraldas,Esmeraldas,2021-10-01,2021-11-01,Media,Regresion_Logistica,Media
esmeraldas,Esmeraldas,2021-11-01,2021-12-01,Media,Regresion_Logistica,Media
guayaquil,Guayaquil,2017-12-01,2018-01-01,Baja,Regresion_Logistica,Baja
guayaquil,Guayaquil,2018-01-01,2018-02-01,Baja,Regresion_Logistica,Baja
guayaquil,Guayaquil,2018-02-01,2018-03-01,Baja,Regresion_Logistica,Media
guayaquil,Guayaquil,2018-03-01,2018-04-01,Baja,Regresion_Logistica,Alta
guayaquil,Guayaquil,2018-04-01,2018-05-01,Media,Regresion_Logistica,Baja
guayaquil,Guayaquil,2018-05-01,2018-06-01,Baja,Regresion_Logistica,Media
guayaquil,Guayaquil,2018-06-01,2018-07-01,Media,Regresion_Logistica,Baja
guayaquil,Guayaquil,2018-07-01,2018-08-01,Media,Regresion_Logistica,Baja
guayaquil,Guayaquil,2018-08-01,2018-09-01,Baja,Regresion_Logistica,Baja
guayaquil,Guayaquil,2018-09-01,2018-10-01,Baja,Regresion_Logistica,Baja
guayaquil,Guayaquil,2018-10-01,2018-11-01,Baja,Regresion_Logistica,Baja
guayaquil,Guayaquil,2018-11-01,2018-12-01,Alta,Regresion_Logistica,Baja
guayaquil,Guayaquil,2018-12-01,2019-01-01,Alta,Regresion_Logistica,Alta
guayaquil,Guayaquil,2019-01-01,2019-02-01,Baja,Regresion_Logistica,Media
guayaquil,Guayaquil,2019-02-01,2019-03-01,Alta,Regresion_Logistica,Alta
guayaquil,Guayaquil,2019-03-01,2019-04-01,Media,Regresion_Logistica,Alta
guayaquil,Guayaquil,2019-04-01,2019-05-01,Alta,Regresion_Logistica,Alta
guayaquil,Guayaquil,2019-05-01,2019-06-01,Media,Regresion_Logistica,Alta
guayaquil,Guayaquil,2019-06-01,2019-07-01,Baja,Regresion_Logistica,Alta
guayaquil,Guayaquil,2019-07-01,2019-08-01,Baja,Regresion_Logistica,Media
guayaquil,Guayaquil,2019-08-01,2019-09-01,Baja,Regresion_Logistica,Baja
guayaquil,Guayaquil,2019-09-01,2019-10-01,Alta,Regresion_Logistica,Baja
guayaquil,Guayaquil,2019-10-01,2019-11-01,Media,Regresion_Logistica,Alta
guayaquil,Guayaquil,2019-11-01,2019-12-01,Media,Regresion_Logistica,Media
guayaquil,Guayaquil,2019-12-01,2020-01-01,Baja,Regresion_Logistica,Media
guayaquil,Guayaquil,2020-01-01,2020-02-01,Baja,Regresion_Logistica,Media
guayaquil,Guayaquil,2020-02-01,2020-03-01,Alta,Regresion_Logistica,Alta
guayaquil,Guayaquil,2020-03-01,2020-04-01,Media,Regresion_Logistica,Alta
guayaquil,Guayaquil,2020-04-01,2020-05-01,Baja,Regresion_Logistica,Media
guayaquil,Guayaquil,2020-05-01,2020-06-01,Baja,Regresion_Logistica,Alta
guayaquil,Guayaquil,2020-06-01,2020-07-01,Baja,Regresion_Logistica,Baja
guayaquil,Guayaquil,2020-07-01,2020-08-01,Baja,Regresion_Logistica,Baja
guayaquil,Guayaquil,2020-08-01,2020-09-01,Baja,Regresion_Logistica,Baja
guayaquil,Guayaquil,2020-09-01,2020-10-01,Media,Regresion_Logistica,Baja
guayaquil,Guayaquil,2020-10-01,2020-11-01,Media,Regresion_Logistica,Media
guayaquil,Guayaquil,2020-11-01,2020-12-01,Alta,Regresion_Logistica,Baja
guayaquil,Guayaquil,2020-12-01,2021-01-01,Alta,Regresion_Logistica,Media
guayaquil,Guayaquil,2021-01-01,2021-02-01,Baja,Regresion_Logistica,Alta
guayaquil,Guayaquil,2021-02-01,2021-03-01,Alta,Regresion_Logistica,Baja
guayaquil,Guayaquil,2021-03-01,2021-04-01,Baja,Regresion_Logistica,Media
guayaquil,Guayaquil,2021-04-01,2021-05-01,Media,Regresion_Logistica,Alta
guayaquil,Guayaquil,2021-05-01,2021-06-01,Baja,Regresion_Logistica,Baja
guayaquil,Guayaquil,2021-06-01,2021-07-01,Baja,Regresion_Logistica,Baja
guayaquil,Guayaquil,2021-07-01,2021-08-01,Baja,Regresion_Logistica,Baja
guayaquil,Guayaquil,2021-08-01,2021-09-01,Media,Regresion_Logistica,Baja
guayaquil,Guayaquil,2021-09-01,2021-10-01,Baja,Regresion_Logistica,Media
guayaquil,Guayaquil,2021-10-01,2021-11-01,Media,Regresion_Logistica,Media
guayaquil,Guayaquil,2021-11-01,2021-12-01,Baja,Regresion_Logistica,Media
loja,Loja,2017-12-01,2018-01-01,Alta,Regresion_Logistica,Alta
loja,Loja,2018-01-01,2018-02-01,Media,Regresion_Logistica,Media
loja,Loja,2018-02-01,2018-03-01,Media,Regresion_Logistica,Baja
loja,Loja,2018-03-01,2018-04-01,Alta,Regresion_Logistica,Media
loja,Loja,2018-04-01,2018-05-01,Media,Regresion_Logistica,Baja
loja,Loja,2018-05-01,2018-06-01,Baja,Regresion_Logistica,Baja
loja,Loja,2018-06-01,2018-07-01,Media,Regresion_Logistica,Baja
loja,Loja,2018-07-01,2018-08-01,Alta,Regresion_Logistica,Media
loja,Loja,2018-08-01,2018-09-01,Baja,Regresion_Logistica,Alta
loja,Loja,2018-09-01,2018-10-01,Baja,Regresion_Logistica,Baja
loja,Loja,2018-10-01,2018-11-01,Alta,Regresion_Logistica,Alta
loja,Loja,2018-11-01,2018-12-01,Baja,Regresion_Logistica,Alta
loja,Loja,2018-12-01,2019-01-01,Media,Regresion_Logistica,Baja
loja,Loja,2019-01-01,2019-02-01,Baja,Regresion_Logistica,Alta
loja,Loja,2019-02-01,2019-03-01,Alta,Regresion_Logistica,Media
loja,Loja,2019-03-01,2019-04-01,Alta,Regresion_Logistica,Baja
loja,Loja,2019-04-01,2019-05-01,Media,Regresion_Logistica,Media
loja,Loja,2019-05-01,2019-06-01,Alta,Regresion_Logistica,Baja
loja,Loja,2019-06-01,2019-07-01,Alta,Regresion_Logistica,Alta
loja,Loja,2019-07-01,2019-08-01,Alta,Regresion_Logistica,Alta
loja,Loja,2019-08-01,2019-09-01,Media,Regresion_Logistica,Alta
loja,Loja,2019-09-01,2019-10-01,Baja,Regresion_Logistica,Alta
loja,Loja,2019-10-01,2019-11-01,Alta,Regresion_Logistica,Alta
loja,Loja,2019-11-01,2019-12-01,Alta,Regresion_Logistica,Alta
loja,Loja,2019-12-01,2020-01-01,Alta,Regresion_Logistica,Alta
loja,Loja,2020-01-01,2020-02-01,Media,Regresion_Logistica,Alta
loja,Loja,2020-02-01,2020-03-01,Baja,Regresion_Logistica,Media
loja,Loja,2020-03-01,2020-04-01,Alta,Regresion_Logistica,Baja
loja,Loja,2020-04-01,2020-05-01,Media,Regresion_Logistica,Alta
loja,Loja,2020-05-01,2020-06-01,Baja,Regresion_Logistica,Alta
loja,Loja,2020-06-01,2020-07-01,Media,Regresion_Logistica,Baja
loja,Loja,2020-07-01,2020-08-01,Media,Regresion_Logistica,Media
loja,Loja,2020-08-01,2020-09-01,Alta,Regresion_Logistica,Media
loja,Loja,2020-09-01,2020-10-01,Baja,Regresion_Logistica,Media
loja,Loja,2020-10-01,2020-11-01,Baja,Regresion_Logistica,Alta
loja,Loja,2020-11-01,2020-12-01,Alta,Regresion_Logistica,Baja
loja,Loja,2020-12-01,2021-01-01,Alta,Regresion_Logistica,Alta
loja,Loja,2021-01-01,2021-02-01,Media,Regresion_Logistica,Alta
loja,Loja,2021-02-01,2021-03-01,Alta,Regresion_Logistica,Baja
loja,Loja,2021-03-01,2021-04-01,Media,Regresion_Logistica,Alta
loja,Loja,2021-04-01,2021-05-01,Alta,Regresion_Logistica,Baja
loja,Loja,2021-05-01,2021-06-01,Alta,Regresion_Logistica,Alta
loja,Loja,2021-06-01,2021-07-01,Alta,Regresion_Logistica,Media
loja,Loja,2021-07-01,2021-08-01,Media,Regresion_Logistica,Media
loja,Loja,2021-08-01,2021-09-01,Baja,Regresion_Logistica,Media
loja,Loja,2021-09-01,2021-10-01,Alta,Regresion_Logistica,Baja
loja,Loja,2021-10-01,2021-11-01,Alta,Regresion_Logistica,Media
loja,Loja,2021-11-01,2021-12-01,Alta,Regresion_Logistica,Alta
machala,Machala,2017-12-01,2018-01-01,Baja,Regresion_Logistica,Alta
machala,Machala,2018-01-01,2018-02-01,Baja,Regresion_Logistica,Baja
machala,Machala,2018-02-01,2018-03-01,Baja,Regresion_Logistica,Media
machala,Machala,2018-03-01,2018-04-01,Baja,Regresion_Logistica,Baja
machala,Machala,2018-04-01,2018-05-01,Alta,Regresion_Logistica,Baja
machala,Machala,2018-05-01,2018-06-01,Baja,Regresion_Logistica,Media
machala,Machala,2018-06-01,2018-07-01,Baja,Regresion_Logistica,Media
machala,Machala,2018-07-01,2018-08-01,Alta,Regresion_Logistica,Media
machala,Machala,2018-08-01,2018-09-01,Baja,Regresion_Logistica,Media
machala,Machala,2018-09-01,2018-10-01,Media,Regresion_Logistica,Baja
machala,Machala,2018-10-01,2018-11-01,Alta,Regresion_Logistica,Baja
machala,Machala,2018-11-01,2018-12-01,Alta,Regresion_Logistica,Alta
machala,Machala,2018-12-01,2019-01-01,Alta,Regresion_Logistica,Media
machala,Machala,2019-01-01,2019-02-01,Media,Regresion_Logistica,Alta
machala,Machala,2019-02-01,2019-03-01,Media,Regresion_Logistica,Alta
machala,Machala,2019-03-01,2019-04-01,Baja,Regresion_Logistica,Alta
machala,Machala,2019-04-01,2019-05-01,Baja,Regresion_Logistica,Media
machala,Machala,2019-05-01,2019-06-01,Media,Regresion_Logistica,Media
machala,Machala,2019-06-01,2019-07-01,Media,Regresion_Logistica,Media
machala,Machala,2019-07-01,2019-08-01,Alta,Regresion_Logistica,Media
machala,Machala,2019-08-01,2019-09-01,Media,Regresion_Logistica,Baja
machala,Machala,2019-09-01,2019-10-01,Alta,Regresion_Logistica,Media
machala,Machala,2019-10-01,2019-11-01,Alta,Regresion_Logistica,Alta
machala,Machala,2019-11-01,2019-12-01,Baja,Regresion_Logistica,Alta
machala,Machala,2019-12-01,2020-01-01,Baja,Regresion_Logistica,Alta
machala,Machala,2020-01-01,2020-02-01,Media,Regresion_Logistica,Media
machala,Machala,2020-02-01,2020-03-01,Media,Regresion_Logistica,Media
machala,Machala,2020-03-01,2020-04-01,Baja,Regresion_Logistica,Baja
machala,Machala,2020-04-01,2020-05-01,Baja,Regresion_Logistica,Media
machala,Machala,2020-05-01,2020-06-01,Baja,Regresion_Logistica,Media
machala,Machala,2020-06-01,2020-07-01,Alta,Regresion_Logistica,Baja
machala,Machala,2020-07-01,2020-08-01,Baja,Regresion_Logistica,Baja
machala,Machala,2020-08-01,2020-09-01,Baja,Regresion_Logistica,Baja
machala,Machala,2020-09-01,2020-10-01,Baja,Regresion_Logistica,Baja
machala,Machala,2020-10-01,2020-11-01,Baja,Regresion_Logistica,Alta
machala,Machala,2020-11-01,2020-12-01,Baja,Regresion_Logistica,Media
machala,Machala,2020-12-01,2021-01-01,Baja,Regresion_Logistica,Alta
machala,Machala,2021-01-01,2021-02-01,Baja,Regresion_Logistica,Media
machala,Machala,2021-02-01,2021-03-01,Media,Regresion_Logistica,Baja
machala,Machala,2021-03-01,2021-04-01,Media,Regresion_Logistica,Media
machala,Machala,2021-04-01,2021-05-01,Media,Regresion_Logistica,Baja
machala,Machala,2021-05-01,2021-06-01,Media,Regresion_Logistica,Baja
machala,Machala,2021-06-01,2021-07-01,Baja,Regresion_Logistica,Media
machala,Machala,2021-07-01,2021-08-01,Media,Regresion_Logistica,Baja
machala,Machala,2021-08-01,2021-09-01,Baja,Regresion_Logistica,Baja
machala,Machala,2021-09-01,2021-10-01,Alta,Regresion_Logistica,Baja
machala,Machala,2021-10-01,2021-11-01,Baja,Regresion_Logistica,Media
machala,Machala,2021-11-01,2021-12-01,Media,Regresion_Logistica,Baja
portoviejo,Portoviejo,2017-12-01,2018-01-01,Baja,Regresion_Logistica,Media
portoviejo,Portoviejo,2018-01-01,2018-02-01,Baja,Regresion_Logistica,Baja
portoviejo,Portoviejo,2018-02-01,2018-03-01,Baja,Regresion_Logistica,Baja
portoviejo,Portoviejo,2018-03-01,2018-04-01,Alta,Regresion_Logistica,Media
portoviejo,Portoviejo,2018-04-01,2018-05-01,Alta,Regresion_Logistica,Baja
portoviejo,Portoviejo,2018-05-01,2018-06-01,Baja,Regresion_Logistica,Alta
portoviejo,Portoviejo,2018-06-01,2018-07-01,Baja,Regresion_Logistica,Baja
portoviejo,Portoviejo,2018-07-01,2018-08-01,Media,Regresion_Logistica,Baja
portoviejo,Portoviejo,2018-08-01,2018-09-01,Baja,Regresion_Logistica,Media
portoviejo,Portoviejo,2018-09-01,2018-10-01,Baja,Regresion_Logistica,Media
portoviejo,Portoviejo,2018-10-01,2018-11-01,Media,Regresion_Logistica,Media
portoviejo,Portoviejo,2018-11-01,2018-12-01,Alta,Regresion_Logistica,Media
portoviejo,Portoviejo,2018-12-01,2019-01-01,Baja,Regresion_Logistica,Media
portoviejo,Portoviejo,2019-01-01,2019-02-01,Media,Regresion_Logistica,Alta
portoviejo,Portoviejo,2019-02-01,2019-03-01,Baja,Regresion_Logistica,Alta
portoviejo,Portoviejo,2019-03-01,2019-04-01,Baja,Regresion_Logistica,Alta
portoviejo,Portoviejo,2019-04-01,2019-05-01,Alta,Regresion_Logistica,Baja
portoviejo,Portoviejo,2019-05-01,2019-06-01,Media,Regresion_Logistica,Baja
portoviejo,Portoviejo,2019-06-01,2019-07-01,Baja,Regresion_Logistica,Baja
portoviejo,Portoviejo,2019-07-01,2019-08-01,Baja,Regresion_Logistica,Baja
portoviejo,Portoviejo,2019-08-01,2019-09-01,Baja,Regresion_Logistica,Baja
portoviejo,Portoviejo,2019-09-01,2019-10-01,Alta,Regresion_Logistica,Baja
portoviejo,Portoviejo,2019-10-01,2019-11-01,Baja,Regresion_Logistica,Baja
portoviejo,Portoviejo,2019-11-01,2019-12-01,Media,Regresion_Logistica,Media
portoviejo,Portoviejo,2019-12-01,2020-01-01,Baja,Regresion_Logistica,Media
portoviejo,Portoviejo,2020-01-01,2020-02-01,Baja,Regresion_Logistica,Media
portoviejo,Portoviejo,2020-02-01,2020-03-01,Baja,Regresion_Logistica,Media
portoviejo,Portoviejo,2020-03-01,2020-04-01,Baja,Regresion_Logistica,Baja
portoviejo,Portoviejo,2020-04-01,2020-05-01,Baja,Regresion_Logistica,Baja
portoviejo,Portoviejo,2020-05-01,2020-06-01,Baja,Regresion_Logistica,Baja
portoviejo,Portoviejo,2020-06-01,2020-07-01,Baja,Regresion_Logistica,Baja
portoviejo,Portoviejo,2020-07-01,2020-08-01,Media,Regresion_Logistica,Baja
portoviejo,Portoviejo,2020-08-01,2020-09-01,Baja,Regresion_Logistica,Media
portoviejo,Portoviejo,2020-09-01,2020-10-01,Baja,Regresion_Logistica,Media
portoviejo,Portoviejo,2020-10-01,2020-11-01,Baja,Regresion_Logistica,Baja
portoviejo,Portoviejo,2020-11-01,2020-12-01,Baja,Regresion_Logistica,Baja
portoviejo,Portoviejo,2020-12-01,2021-01-01,Alta,Regresion_Logistica,Baja
portoviejo,Portoviejo,2021-01-01,2021-02-01,Baja,Regresion_Logistica,Alta
